councillor_name
Sarah O'Reilly
Carmel Brady
Stiofan Connaty
Val Smith
Kelly Clifford
Niall Smith
Shane P O'Reilly
Trevor Smith
Winston Bennett
Philip Brady
TP O'Reilly
Noel Connell
Aine Smith
Brendan Fay
Damien Brady
John Paul Feeley
Niamh Brady
Patricia Walsh
