councillor_name
Seamus Coyle
Richard Truell
Sean Gilland
Sinead Flynn
Pat Treanor
P.J. O'Hanlon
Aidan Campbell
Colm Carthy
Noel Keelan
Peter Conlon
Paul Gibbons
Cathy Bennett
Seamus Treanor
Sean Conlon
Raymond Aughey
Pauric Clerkin
Bronagh McAree
David Maxwell
