councillor_name
Alan O'Callaghan
Antoinette Baker Bashua
Bill Slattery
Clare Colleran Molloy
Conor Ryan
David Griffin
Dinny Gould
Gabriel Keating
Ian Lynch
James Ryan
Joe Garrihy
Joe Killeen
John Crowe
Mary Howard
Michael Begley
Michael Shannon
Pat Burke
Pat Daly
Pat Hayes
Patrick O'Gorman
Paul Murphy
Rachel Hartigan
Rita McInerney
Shane Talty
Tom O'Callaghan
Tommy Guilfoyle
Tony Mulcahy
Tony O'Brien
