councillor_name
John Maher
Ken O'Flynn
Margaret McDonnell
Joe Kavanagh
Ted Tynan
Oliver Moran
Damian Boylan
Tony Fitzgerald
John Sheehan
Kenneth Collins
Michelle Gould
Brian McCarthy
Shane O'Callaghan
Sean Martin
Padraig Rice
Dan Boyle
Paudie Dineen
Fiona Kerins
Terry Shannon
Kieran McCarthy
Mary Rose Desmond
Des Cahill
Honore Kamegni
Peter Horgan
Fergal Dennehy
Colm Kelleher
Terry Coleman
Joe Lynch
Laura Harmon
Garret Kelleher
Albert Deasy
