councillor_name
Paddy O'Rourke
Enda McGloin
Brendan Barry
Ita Reynolds Flynn
Garry Prior
Roisin Kenny
Enda Stenson
Maeve Reynolds
Des Guckian
Sean McGowan
Paddy Farrell
Cormac Flynn
James Gilmartin
Mary Bohan
Felim Gurn
Padraig Fallon
Justin Warnock
Eddie Mitchell
